data_id,university,tags,program_link,program_name,academic_level,programme_type,application_dates,fee_range,discipline,sub_discipline
11353,University at Buffalo,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-communication-and-economics,Bachelor of Arts (Communication and Economics),"Bachelor's Degree, double major","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$60,887.40 - S$84,496.80 (Singaporean & PR) / S$67,296.60 - S$93,391.20 (International student)",Business,Economics
3860,University at Buffalo,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-economics-and-sociology,Bachelor of Arts (Economics and Sociology),"Bachelor's Degree, double major","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$60,887.40 - S$84,496.80 (Singaporean & PR) / S$67,296.60 - S$93,391.20 (International student)",Business,Economics
338,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-economics-and-finance,Bachelor of Science (Honours) in Economics and Finance,Bachelor's Degree,"Full-time, 3 years",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Economics
5842,University at Buffalo,Double Degree,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-geographic-information-science-and-bachelor-of-arts-economics,Bachelor of Science (Geographic Information Science) and Bachelor of Arts (Economics),"Bachelor's Degree, double degree","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$64,615.20 - S$98,786.70 (Singaporean & PR) / S$71,416.80 - S$109,185.30 (International student)",Business,Economics
5477,University at Buffalo,Double Degree,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-business-administration-and-bachelor-of-arts-economics,Bachelor of Science (Business Administration) and Bachelor of Arts (Economics),"Bachelor's Degree, double degree","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$64,615.20 - S$98,786.70 (Singaporean & PR) / S$71,416.80 - S$109,185.30 (International student)",Business,Economics
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Economics and Finance
27244,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/specialist-diploma-social-entrepreneurship-part-time,Specialist Diploma in Social Entrepreneurship (Part-Time),"Postgraduate/Masters, single major","Part-time, 6 months",Now till 31 May 2025 (for July 2025 intake),"S$17,985 (incl. GST)",Business,Entrepreneurship & Innovation
28944,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/specialist-diploma-in-social-entrepreneurship-(e-learning),Specialist Diploma in Social Entrepreneurship (E-learning),"Postgraduate/Masters, single major","Part-time, 6 months",Not open for application,"S$17,985 (incl. GST)",Business,Entrepreneurship & Innovation
814,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-finance,Graduate Diploma in Finance,Postgraduate/Masters,"Full-time & Part-time, (Full-time, 1 year | Part-time, 1 year)",Applications are open till 1 Jun 2025 (local and international applicants),"S$13,315 to S$14,145",Business,Finance
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Finance
17005,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/master-of-science-in-accounting-and-financial-management,Master of Science in Accounting and Financial Management,Postgraduate/Masters,"Full-time, 1.5 years",Now till 31 Aug 2025 (local applicants) | 29 Jul 2025 (international applicants),"S$41,400 to S$43,400",Business,Finance
6768,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-accounting-and-finance-top-up,Bachelor of Science (Honours) Accounting and Finance (Top-up),"Bachelor's Degree, Single Major, Top-up","Full-time, 2 years",Preparatory Course - Now till 14 Apr 2025 (Local & International Applicants) | Direct Entry - Now till 19 May 2025 (Local & International Applicants),"S$39,370.80 to S$43,818.00",Business,Finance
72,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-banking-and-finance,Bachelor of Science (Honours) in Banking and Finance (Teach-out by 31 August 2028),Bachelor's Degree,"Full-time & Part-time, (Full-time, 3 years | Part-time, 3 years)",Applications are closed.,"S$23,820 to S$36,290",Business,Finance
26371,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/diploma-in-banking-and-finance-(e-learning),Diploma in Banking and Finance (E-Learning),"Diploma, single major","Full-time, 15 months",TBC,"S$18,000.00 - $20,132.30",Business,Finance
18736,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-finance,Bachelor of Science (Honours) in Finance,Bachelor's Degree,"Full-time & Part-time, (Full-time, 3 years | Part-time, 3 years)",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Finance
338,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-economics-and-finance,Bachelor of Science (Honours) in Economics and Finance,Bachelor's Degree,"Full-time, 3 years",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Finance
5547,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/diploma-in-banking-and-finance,Diploma in Banking and Finance,"Diploma, single major","Full-time, 15 months",21 February 2025 till 08 August 2025 (For International applicants) 21 February 2025 till 15 August 2025 (For Local Applicants),"S$13,259.85 - S$15,238.20",Business,Finance
34237,Grenoble Ecole de Management,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/msc-finance-and-investment-banking,MSc Finance and Investment Banking (Top-up),"Postgraduate/Masters, Single Major","Full-time, 1 year",This programme is not open for direct applications by prospective students.,Not Applicable,Business,Finance
586,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-in-accounting-and-finance,Bachelor of Science (Honours) in Accounting and Finance,Bachelor's Degree,"Full-time & Part-time, (Full-time, 3 years | Part-time, 3 years)",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Finance
7098,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/master-of-science-financial-management,Master of Science Financial Management,"Postgraduate/Masters, Single Major","Full-time, 1 year",Now till 2 June 2025,"S$45,322.20 to S$47,676.60",Business,Financial Management
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Human Resource Management
27384,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-human-resource-management-full-time,Graduate Diploma in Human Resource Management  (Full-Time),"Postgraduate/Masters, single major","Full-time, 6 Months",TBA,"S$6,409.20 - S$6,845.20",Business,Human Resource Management
10325,SIM Global Education,,https://postgradonline.simge.edu.sg/online-programmes/graduate-certificate-human-resource-management,Graduate Certificate in Human Resource Management (E-Learning),"Postgraduate/Masters, single major","Part-time, 8 months",Now till 21 April 2025 (May 2025 term) and 16 June 2025 (July 2025 term),"S$7,000 to S$7,630",Business,Human Resource Management
6531,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-human-resource-management-part-time,Graduate Diploma in Human Resource Management (Part-Time),"Postgraduate/Masters, single major","Part-time, 6 Months",1 March 2025 till 20 May 2025,"S$6,147.60",Business,Human Resource Management
7045,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-international-business-top-up,Bachelor of Science (Honours) International Business (Top-up),"Bachelor's Degree, Single Major, Top-up","Full-time, 2 years",Preparatory Course - Applications are closed |  Direct Entry - Now till 30 Apr 2025 (Local & International Applicants),"S$49,987.40 to S$54,848.80",Business,International Business
6484,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/diploma-international-business,Diploma in International Business,"Diploma, single major","Full-time, 15 months",21 February 2025 till 08 August 2025 (For International applicants) 21 February 2025 till 15 August 2025 (For Local Applicants),"S$13,259.85 - S$15,238.20",Business,International Business
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,International Business
26490,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/diploma-in-international-business-(e-learning),Diploma in International Business (E-Learning),"Diploma, single major","Full-time, 15 months",TBC,"S$18,000.00 - $20,132.30",Business,International Business
7147,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/master-of-science-international-business,Master of Science International Business,"Postgraduate/Masters, Single Major","Full-time, 1 year",Now till 2 June 2025,"S$41,005.80 to S$42,771.60",Business,International Business
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Logistics and Supply Chain
18941,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-certificate-business-sustainability-part-time,Graduate Certificate in Business Sustainability (Part-Time),"Postgraduate/Masters, single major","Part-time, 6 Months",1 March 2025 till 20 May 2025,"S$4,080.96",Business,Management
110,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-business-and-management,Bachelor of Science (Honours) in Business and Management,Bachelor's Degree,"Full-time & Part-time, (Full-time, 3 years | Part-time, 3 years)",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Management
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Management
853,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-management,Graduate Diploma in Management,Postgraduate/Masters,"Full-time & Part-time, (Full-time, 1 year | Part-time, 1 year)",Applications are open till 1 Jun 2025 (local and international applicants),"S$13,315 to S$14,145",Business,Management
10421,SIM Global Education,,https://postgradonline.simge.edu.sg/online-programmes/graduate-diploma-business-management,Graduate Diploma in Business Management (E-Learning),"Postgraduate/Masters, single major","Part-time, 16 months",Now till 21 April 2025 (May 2025 term) and 16 June 2025 (July 2025 term),"S$14,000 to S$15,260",Business,Management
26544,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/diploma-in-management-studies-(e-learning),Diploma in Management Studies (E-Learning),"Diploma, single major","Full-time, 15 months",02 September 2024 till 1 March 2025,"S$18,000.00 - $20,132.30",Business,Management
33763,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/certificate-in-pre-sessional-business-management-(e-learning),Certificate in Pre-Sessional Business Management (E-Learning),"Certificate/Foundation, single major","Full-time, 6 months",TBA,"$3,380.00 - $$3,684.20",Business,Management
6830,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-business-management-top-up,Bachelor of Science (Honours) Business Management (Top-up),"Bachelor's Degree, Single Major, Top-up","Full-time & Part-time, (Full-time & Part-time, 2 years | Part-time study not open for applications)",Preparatory Course - Applications are closed |  Direct Entry - Now till 30 Apr 2025  (Local & International Applicants),"S$39,370.80 to S$43,818.00",Business,Management
624,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-management-and-digital-innovation,Bachelor of Science (Honours) in Management and Digital Innovation,Bachelor's Degree,"Full-time, 3 years",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Management
22921,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/certificate-in-pre-sessional-business-management,Certificate in Pre-Sessional Business Management,"Certificate/Foundation, single major","Full-time, 6 months",21 February 2025 till 08 August 2025 (For International applicants) 21 February 2025 till 15 August 2025 (For Local Applicants),"$3,684.20 - $4,120.20",Business,Management
376,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-economics-and-management,Bachelor of Science (Honours) in Economics and Management,Bachelor's Degree,"Full-time, 3 years",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Management
6988,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-business-management-industrial-placement-top-up,Bachelor of Science (Honours) Business Management with Industrial Placement (Top-up),"Bachelor's Degree, Single Major, Top-up","Full-time, 2 years",Preparatory Course - Applications are closed |  Direct Entry - Now till 30 Apr 2025 (Local & International Applicants),"S$45,714.60 to S$50,379.80",Business,Management
6932,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-business-management-communications-and-year-in-industry-top-up,Bachelor of Science (Honours) Business Management with Communications and Year in Industry (Top-up),"Bachelor's Degree, Double Major, Top-up","Full-time, 2 years 4 months",Preparatory Course - Applications are closed |  Direct Entry - Now till 30 Apr 2025  (Local & International Applicants),"S$49,900.20 to S$54,369.20",Business,Management
6878,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-business-management-communications-top-up,Bachelor of Science (Honours) Business Management with Communications (Top-up),"Bachelor's Degree, Double Major, Top-up","Full-time, 2 years",Preparatory Course - Applications are closed | Direct Entry - Now till 30 Apr 2025 (Local & International Applicants),"S$45,649.20 to S$49,802.10",Business,Management
10099,SIM Global Education,,https://postgradonline.simge.edu.sg/online-programmes/graduate-certificate-analytics,Graduate Certificate in Analytics (E-Learning),"Postgraduate/Masters, single major","Part-time, 8 months",Now till 21 April 2025 (May 2025 term) and 16 June 2025 (July 2025 term),"S$7,000 to S$7,630",Business,Management
6623,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/management-foundation-studies,Management Foundation Studies,"Certificate/Foundation, single major","Full-time, 6 months",22 November 2024 till 09 May 2025 (For international Applicants) 22 November 2024 till 16 May 2025 (Local Applicants),"S$3,945.80 - S$4,512.60",Business,Management
6711,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/management-foundation-studies-blended,Management Foundation Studies – Blended (Only for Singaporeans & PRs),"Certificate/Foundation, single major","Full-time, 6 months",TBA,TBA,Business,Management
32928,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/management-foundation-studies-(e-learning),Management Foundation Studies (E-Learning),"Certificate/Foundation, single major","Full-time, 6 months",TBA,TBA,Business,Management
6382,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/diploma-management-studies,Diploma in Management Studies,"Diploma, single major","Full-time, 15 months",22 November 2024 till 09 May 2025 (For international Applicants) 22 November 2024 till 16 May 2025 (Local Applicants),"S$13,259.85 - S$15,238.20",Business,Management
32875,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/certificate-in-foundation-studies-(e-learning),Certificate in Foundation Studies (E-Learning),Certificate/Foundation,"Full-time, 3 months",TBA,TBA,Business,Management
27244,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/specialist-diploma-social-entrepreneurship-part-time,Specialist Diploma in Social Entrepreneurship (Part-Time),"Postgraduate/Masters, single major","Part-time, 6 months",Now till 31 May 2025 (for July 2025 intake),"S$17,985 (incl. GST)",Business,Management
6666,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/certificate-in-foundation-studies,Certificate in Foundation Studies,Certificate/Foundation,"Full-time, 3 months",21 February 2025 till 08 August 2025 (For International applicants) 21 February 2025 till 15 August 2025 (For Local Applicants),"S$1,912.95 -    S$2,348.95",Business,Management
891,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-management-and-digital-innovation,Graduate Diploma in Management and Digital Innovation,Postgraduate/Masters,"Full-time, 1 year",Applications are open till 1 Jun 2025 (local and international applicants),"S$13,315 to S$14,145",Business,Management
28944,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/specialist-diploma-in-social-entrepreneurship-(e-learning),Specialist Diploma in Social Entrepreneurship (E-learning),"Postgraduate/Masters, single major","Part-time, 6 months",Not open for application,"S$17,985 (incl. GST)",Business,Management
10278,SIM Global Education,,https://postgradonline.simge.edu.sg/online-programmes/graduate-certificate-digital-marketing,Graduate Certificate in Digital Marketing (E-Learning),"Postgraduate/Masters, single major","Part-time, 8 months",Now till 21 April 2025 (May 2025 term) and 16 June 2025 (July 2025 term),"S$7,000 to S$7,630",Business,Marketing
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Marketing
28541,University of Birmingham,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/master-of-business-administration-marketing,Master of Business Administration (Marketing),"Postgraduate/Masters, Single Major","Part-time, 2 years",Now till 5 May 2025 (June 2025 Intake) | Now till 4 July 2025 (Jan 2026 Intake) (Local & International applicants),"S$44,341.20 (Course fees for Jan 2026 are subject to change.)",Business,Marketing
1470,University of Stirling,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-honours-marketing,Bachelor of Arts (Honours) Marketing,"Bachelor's Degree, Single Major","Full-time & Part-time, 2 to 3 years | Part-time (not open for applications)","Preparatory Course - Now till 2 May 2025 (Local Applicants Only, Closed for International Applicants) | Direct Entry - Now till 2 May 2025 (Local & International Applicants)","S$52,974.00 to S$56,244.00",Business,Marketing
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Organisational Leadership and Change
1508,University of Stirling,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-honours-sport-and-marketing,Bachelor of Arts (Honours) Sport and Marketing,"Bachelor's Degree, Double Major","Full-time, 2 to 3 years","Preparatory Course - Now till 2 May 2025 (Local Applicants Only, Closed for International Applicants) | Direct Entry - Now till 2 May 2025 (Local & International Applicants)","S$52,974.00 to S$56,244.00",Business,Sport and Marketing
21490,RMIT University,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-business,Bachelor of Business,Bachelor's Degree,"Full-time & Part-time, (Full-time, 1.5 - 3 years | Part-time, 2 - 3 years)",11 Jan - 25 Apr 2025,"S$25,113.60 - S$57,133.44",Business,Strategy
27244,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/specialist-diploma-social-entrepreneurship-part-time,Specialist Diploma in Social Entrepreneurship (Part-Time),"Postgraduate/Masters, single major","Part-time, 6 months",Now till 31 May 2025 (for July 2025 intake),"S$17,985 (incl. GST)",Business,Strategy
28944,SIM Global Education,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/specialist-diploma-in-social-entrepreneurship-(e-learning),Specialist Diploma in Social Entrepreneurship (E-learning),"Postgraduate/Masters, single major","Part-time, 6 months",Not open for application,"S$17,985 (incl. GST)",Business,Strategy
624,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-management-and-digital-innovation,Bachelor of Science (Honours) in Management and Digital Innovation,Bachelor's Degree,"Full-time, 3 years",Applications are open till 1 Jun 2025 (local and international applicants),"S$26,685 to S$42,835",Business,Digital Innovation
891,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-management-and-digital-innovation,Graduate Diploma in Management and Digital Innovation,Postgraduate/Masters,"Full-time, 1 year",Applications are open till 1 Jun 2025 (local and international applicants),"S$13,315 to S$14,145",Business,Digital Innovation
4019,University at Buffalo,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-international-trade-and-sociology,Bachelor of Arts (International Trade and Sociology),"Bachelor's Degree, double major","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$60,887.40 - S$84,496.80 (Singaporean & PR) / S$67,296.60 - S$93,391.20 (International student)",Business,International Trade
3754,University at Buffalo,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-economics-and-international-trade,Bachelor of Arts (Economics and International Trade),"Bachelor's Degree, double major","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$60,887.40 - S$84,496.80 (Singaporean & PR) / S$67,296.60 - S$93,391.20 (International student)",Business,International Trade
3551,University at Buffalo,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-communication-and-international-trade,Bachelor of Arts (Communication and International Trade),"Bachelor's Degree, double major","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$60,887.40 - S$84,496.80 (Singaporean & PR) / S$67,296.60 - S$93,391.20 (International student)",Business,International Trade
5892,University at Buffalo,Double Degree,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-geographic-information-science-and-bachelor-of-arts-international-trade,Bachelor of Science (Geographic Information Science) and Bachelor of Arts (International Trade),"Bachelor's Degree, double degree","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$64,615.20 - S$98,786.70 (Singaporean & PR) / S$71,416.80 - S$109,185.30 (International student)",Business,International Trade
5592,University at Buffalo,Double Degree,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-business-administration-and-bachelor-of-arts-international-trade,Bachelor of Science (Business Administration) and Bachelor of Arts (International Trade),"Bachelor's Degree, double degree","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$64,615.20 - S$98,786.70 (Singaporean & PR) / S$71,416.80 - S$109,185.30 (International student)",Business,International Trade
4071,University at Buffalo,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-international-trade,Bachelor of Arts (International Trade),"Bachelor's Degree, single major","Full-time, 3 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$41,627.10 - S$74,556.00 (Singaporean & PR) / S$46,008.90 - S$82,404.00 (International student)",Business,International Trade
3966,University at Buffalo,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-arts-international-trade-and-psychology,Bachelor of Arts (International Trade and Psychology),"Bachelor's Degree, double major","Full-time, 4 years",Now till 14 April 2025 (May (Summer) 2025 intake) | Now till 30 June 2025 (August (Fall) 2025 intake),"S$60,887.40 - S$84,496.80 (Singaporean & PR) / S$67,296.60 - S$93,391.20 (International student)",Business,International Trade
1009,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/master-of-science-in-data-science-and-artificial-intelligence,Master of Science in Data Science and Artificial Intelligence,Postgraduate/Masters,"Part-time, 2 years",Applications are closed.,"S$39,000",IT & Computer Science,Artificial Intelligence
1161,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/postgraduate-in-data-science-and-artificial-intelligence,Postgraduate Diploma in Data Science and Artificial Intelligence,Postgraduate/Masters,"Part-time, 1.5 years",Applications are closed.,"S$26,190",IT & Computer Science,Artificial Intelligence
24364,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-certificate-in-machine-learning-artificial-intelligence,Graduate Certificate in Machine Learning and Artificial Intelligence,Postgraduate/Masters,"Full-time, 6 months",Applications closed,"S$7,440 to S$7,895",IT & Computer Science,Artificial Intelligence
24555,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/graduate-diploma-in-machine-learning-artificial-intelligence,Graduate Diploma in Machine Learning and Artificial Intelligence,Postgraduate/Masters,"Full-time, 1 year",Now till 25 Aug 2025 (local and international applicants),"S$14,770 to S$15,685",IT & Computer Science,Artificial Intelligence
148,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-science-honours-computer-science-machine-learning-and-artificial-intelligence,Bachelor of Science (Honours) in Computer Science (Machine Learning and Artificial Intelligence),Bachelor's Degree,"Full-time, 3 years",Now till 25 Aug 2025 (local and international applicants),"S$30,285 to S$47,855",IT & Computer Science,Artificial Intelligence
8553,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/postgraduate-diploma-in-data-science,Postgraduate Diploma in Data Science,Postgraduate/Masters,"Part-time, 1.5 years",Applications are closed.,"S$26,190",IT & Computer Science,Big Data
1047,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/master-of-science-in-data-science-and-financial-technology,Master of Science in Data Science and Financial Technology,Postgraduate/Masters,"Part-time, 2 years",Applications are closed.,"S$39,000",IT & Computer Science,Big Data
8001,University of Wollongong,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-computer-science-big-data,Bachelor of Computer Science (Big Data),"Bachelor's Degree, single major","Full-time & Part-time, (Full-time, 3 years | Part-time, 3 years)",Jul 2025: 3 Feb to 14 Apr 2025 (international and local students),"S$22,497.60 to S$39,240.00",IT & Computer Science,Big Data
1123,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/postgraduate-certificate-in-data-science,Postgraduate Certificate in Data Science,Postgraduate/Masters,"Part-time, 1 year",Applications are closed.,"S$13,190",IT & Computer Science,Big Data
1237,University of London,,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/postgraduate-diploma-in-data-science-and-financial-technology,Postgraduate Diploma in Data Science and Financial Technology,Postgraduate/Masters,"Part-time, 1.5 years",Applications are closed.,"S$26,190",IT & Computer Science,Big Data
8191,University of Wollongong,Double Major,https://www.sim.edu.sg/degrees-diplomas/programmes/programme-listing/bachelor-of-computer-science-double-major,Double Major: Bachelor of Computer Science (Digital Systems Security and Cyber Security) / (Digital Systems Security and Big Data) / (Big Data and Cyber Security),"Bachelor's Degree, double major","Full-time, 3 years",Jul 2025: 3 Feb to 14 Apr 2025 (international and local students),"S$26,814.00 to S$41,888.70",IT & Computer Science,Big Data
